Image,Latitude,Longitude,Confidence,Top Left,Bottom Left,Bottom Right,Top Right
JHI_FullSurvey_75m_Flight_01_00061.JPG,58.84788767516667,-137.1136051617222,0.8432993292808533,"(2103,1623)","(2103,1715)","(2129,1715)","(2129,1623)"
JHI_FullSurvey_75m_Flight_01_00062.JPG,58.848099883083336,-137.11330834469445,0.955266535282135,"(1839,1310)","(1839,1414)","(1946,1414)","(1946,1310)"
JHI_FullSurvey_75m_Flight_01_00062.JPG,58.848099883083336,-137.11330834469445,0.9087799787521362,"(2077,3759)","(2077,3850)","(2113,3850)","(2113,3759)"
JHI_FullSurvey_75m_Flight_01_00062.JPG,58.848099883083336,-137.11330834469445,0.8681049942970276,"(1889,1374)","(1889,1429)","(1939,1429)","(1939,1374)"
JHI_FullSurvey_75m_Flight_01_00063.JPG,58.848321557805555,-137.11299677766667,0.9556756019592285,"(1764,3564)","(1764,3666)","(1870,3666)","(1870,3564)"
JHI_FullSurvey_75m_Flight_01_00063.JPG,58.848321557805555,-137.11299677766667,0.8908374309539795,"(3857,353)","(3857,410)","(3950,410)","(3950,353)"
JHI_FullSurvey_75m_Flight_01_00063.JPG,58.848321557805555,-137.11299677766667,0.9303358793258667,"(3853,321)","(3853,389)","(3912,389)","(3912,321)"
JHI_FullSurvey_75m_Flight_01_00063.JPG,58.848321557805555,-137.11299677766667,0.8863015174865723,"(1811,3628)","(1811,3680)","(1862,3680)","(1862,3628)"
JHI_FullSurvey_75m_Flight_01_00064.JPG,58.84853540672223,-137.11269874080554,0.9383735060691833,"(3955,2599)","(3955,2661)","(4054,2661)","(4054,2599)"
JHI_FullSurvey_75m_Flight_01_00064.JPG,58.84853540672223,-137.11269874080554,0.9442288279533386,"(3956,2568)","(3956,2632)","(4016,2632)","(4016,2568)"
JHI_FullSurvey_75m_Flight_01_00067.JPG,58.84918449141667,-137.11178651227777,0.8991497755050659,"(4947,474)","(4947,533)","(5039,533)","(5039,474)"
JHI_FullSurvey_75m_Flight_01_00067.JPG,58.84918449141667,-137.11178651227777,0.9247381091117859,"(5118,541)","(5118,590)","(5205,590)","(5205,541)"
JHI_FullSurvey_75m_Flight_01_00068.JPG,58.84939950580556,-137.11148547641668,0.8900275230407715,"(4949,2647)","(4949,2692)","(5031,2692)","(5031,2647)"
JHI_FullSurvey_75m_Flight_01_00068.JPG,58.84939950580556,-137.11148547641668,0.8388287425041199,"(5076,2718)","(5076,2752)","(5160,2752)","(5160,2718)"
JHI_FullSurvey_75m_Flight_01_00151.JPG,58.85151298188889,-137.10662155005554,0.9429867267608643,"(5379,253)","(5379,320)","(5492,320)","(5492,253)"
JHI_FullSurvey_75m_Flight_01_00151.JPG,58.85151298188889,-137.10662155005554,0.9402405619621277,"(911,3721)","(911,3810)","(990,3810)","(990,3721)"
JHI_FullSurvey_75m_Flight_01_00151.JPG,58.85151298188889,-137.10662155005554,0.9247260689735413,"(815,3703)","(815,3758)","(928,3758)","(928,3703)"
JHI_FullSurvey_75m_Flight_01_00151.JPG,58.85151298188889,-137.10662155005554,0.9269427061080933,"(5393,207)","(5393,274)","(5456,274)","(5456,207)"
JHI_FullSurvey_75m_Flight_01_00151.JPG,58.85151298188889,-137.10662155005554,0.9370138645172119,"(864,3744)","(864,3807)","(927,3807)","(927,3744)"
JHI_FullSurvey_75m_Flight_01_00152.JPG,58.851296104611116,-137.10693084272222,0.9503569602966309,"(860,1887)","(860,1976)","(937,1976)","(937,1887)"
JHI_FullSurvey_75m_Flight_01_00152.JPG,58.851296104611116,-137.10693084272222,0.9432365298271179,"(5363,2485)","(5363,2543)","(5475,2543)","(5475,2485)"
JHI_FullSurvey_75m_Flight_01_00152.JPG,58.851296104611116,-137.10693084272222,0.9329358339309692,"(5377,2434)","(5377,2501)","(5441,2501)","(5441,2434)"
JHI_FullSurvey_75m_Flight_01_00152.JPG,58.851296104611116,-137.10693084272222,0.8522554636001587,"(972,1871)","(972,1965)","(1015,1965)","(1015,1871)"
JHI_FullSurvey_75m_Flight_01_00257.JPG,58.85231794272222,-137.1017075269722,0.9658969044685364,"(1988,2744)","(1988,2858)","(2083,2858)","(2083,2744)"
JHI_FullSurvey_75m_Flight_01_00257.JPG,58.85231794272222,-137.1017075269722,0.9392001628875732,"(4529,2726)","(4529,2814)","(4646,2814)","(4646,2726)"
JHI_FullSurvey_75m_Flight_01_00257.JPG,58.85231794272222,-137.1017075269722,0.9574369788169861,"(3519,223)","(3519,337)","(3609,337)","(3609,223)"
JHI_FullSurvey_75m_Flight_01_00257.JPG,58.85231794272222,-137.1017075269722,0.9337338805198669,"(610,900)","(610,997)","(675,997)","(675,900)"
JHI_FullSurvey_75m_Flight_01_00257.JPG,58.85231794272222,-137.1017075269722,0.9456712603569031,"(2646,701)","(2646,759)","(2749,759)","(2749,701)"
JHI_FullSurvey_75m_Flight_01_00257.JPG,58.85231794272222,-137.1017075269722,0.93940669298172,"(3460,254)","(3460,349)","(3519,349)","(3519,254)"
JHI_FullSurvey_75m_Flight_01_00257.JPG,58.85231794272222,-137.1017075269722,0.9066187739372253,"(2197,868)","(2197,912)","(2300,912)","(2300,868)"
JHI_FullSurvey_75m_Flight_01_00257.JPG,58.85231794272222,-137.1017075269722,0.9125062823295593,"(2034,2755)","(2034,2806)","(2105,2806)","(2105,2755)"
JHI_FullSurvey_75m_Flight_01_00257.JPG,58.85231794272222,-137.1017075269722,0.9307815432548523,"(2145,1615)","(2145,1673)","(2205,1673)","(2205,1615)"
JHI_FullSurvey_75m_Flight_01_00257.JPG,58.85231794272222,-137.1017075269722,0.8610984683036804,"(2117,1611)","(2117,1692)","(2151,1692)","(2151,1611)"
JHI_FullSurvey_75m_Flight_01_00257.JPG,58.85231794272222,-137.1017075269722,0.889936089515686,"(2708,739)","(2708,772)","(2772,772)","(2772,739)"
JHI_FullSurvey_75m_Flight_01_00258.JPG,58.85209893363889,-137.1020064339722,0.963468074798584,"(3761,2472)","(3761,2579)","(3846,2579)","(3846,2472)"
JHI_FullSurvey_75m_Flight_01_00258.JPG,58.85209893363889,-137.1020064339722,0.9342414140701294,"(2466,3118)","(2466,3181)","(2579,3181)","(2579,3118)"
JHI_FullSurvey_75m_Flight_01_00258.JPG,58.85209893363889,-137.1020064339722,0.9420291185379028,"(2901,2957)","(2901,3015)","(3003,3015)","(3003,2957)"
JHI_FullSurvey_75m_Flight_01_00258.JPG,58.85209893363889,-137.1020064339722,0.931016206741333,"(3698,2499)","(3698,2593)","(3760,2593)","(3760,2499)"
JHI_FullSurvey_75m_Flight_01_00258.JPG,58.85209893363889,-137.1020064339722,0.9389142990112305,"(930,3173)","(930,3263)","(994,3263)","(994,3173)"
JHI_FullSurvey_75m_Flight_01_00258.JPG,58.85209893363889,-137.1020064339722,0.9317024350166321,"(2438,3859)","(2438,3911)","(2495,3911)","(2495,3859)"
JHI_FullSurvey_75m_Flight_01_00258.JPG,58.85209893363889,-137.1020064339722,0.8483838438987732,"(2411,3849)","(2411,3936)","(2444,3936)","(2444,3849)"
JHI_FullSurvey_75m_Flight_01_00258.JPG,58.85209893363889,-137.1020064339722,0.8780346512794495,"(2964,2997)","(2964,3023)","(3025,3023)","(3025,2997)"
JHI_FullSurvey_75m_Flight_01_00310.JPG,58.850553963416665,-137.10229613544445,0.9590060114860535,"(1394,861)","(1394,979)","(1496,979)","(1496,861)"
JHI_FullSurvey_75m_Flight_01_00310.JPG,58.850553963416665,-137.10229613544445,0.9573853015899658,"(2680,2814)","(2680,2907)","(2767,2907)","(2767,2814)"
JHI_FullSurvey_75m_Flight_01_00310.JPG,58.850553963416665,-137.10229613544445,0.9496692419052124,"(878,2769)","(878,2855)","(946,2855)","(946,2769)"
JHI_FullSurvey_75m_Flight_01_00310.JPG,58.850553963416665,-137.10229613544445,0.9396016001701355,"(192,2768)","(192,2852)","(256,2852)","(256,2768)"
JHI_FullSurvey_75m_Flight_01_00310.JPG,58.850553963416665,-137.10229613544445,0.9393682479858398,"(1663,3802)","(1663,3879)","(1720,3879)","(1720,3802)"
JHI_FullSurvey_75m_Flight_01_00310.JPG,58.850553963416665,-137.10229613544445,0.9068161249160767,"(941,2779)","(941,2871)","(983,2871)","(983,2779)"
JHI_FullSurvey_75m_Flight_01_00310.JPG,58.850553963416665,-137.10229613544445,0.8837106823921204,"(1589,3853)","(1589,3933)","(1621,3933)","(1621,3853)"
JHI_FullSurvey_75m_Flight_01_00310.JPG,58.850553963416665,-137.10229613544445,0.8415112495422363,"(4547,1270)","(4547,1307)","(4575,1307)","(4575,1270)"
JHI_FullSurvey_75m_Flight_01_00310.JPG,58.850553963416665,-137.10229613544445,0.8237031698226929,"(3903,1357)","(3903,1393)","(3923,1393)","(3923,1357)"
JHI_FullSurvey_75m_Flight_01_00313.JPG,58.85120210625,-137.10137334380556,0.9399365186691284,"(2221,1809)","(2221,1890)","(2323,1890)","(2323,1809)"
JHI_FullSurvey_75m_Flight_01_00313.JPG,58.85120210625,-137.10137334380556,0.9467617273330688,"(3563,1135)","(3563,1233)","(3633,1233)","(3633,1135)"
JHI_FullSurvey_75m_Flight_01_00313.JPG,58.85120210625,-137.10137334380556,0.9110059142112732,"(1118,1910)","(1118,1999)","(1170,1999)","(1170,1910)"
