Image,Seal_Count
JHI_FullSurvey_75m_Flight_01_00152.JPG,4
JHI_FullSurvey_75m_Flight_01_00370.JPG,18
JHI_FullSurvey_75m_Flight_01_00512.JPG,11
JHI_FullSurvey_75m_Flight_01_00062.JPG,3
JHI_FullSurvey_75m_Flight_01_00313.JPG,8
